gender,char,position,pinyin,pinyin_tone,pinyin_tone_number
m,霖,1,lin,lín,lin2
m,遵,1,zun,zūn,zun1
m,匡,1,kuang,kuāng,kuang1
m,砚,1,yan,yàn,yan4
m,擎,1,qing,qíng,qing2
m,涤,1,di,dí,di2
m,朱,1,zhu,zhū,zhu1
m,充,1,chong,chōng,chong1
m,菊,1,ju,jú,ju2
m,让,1,rang,ràng,rang4
m,桐,1,tong,tóng,tong2
m,香,1,xiang,xiāng,xiang1
m,备,1,bei,bèi,bei4
m,渠,1,qu,qú,qu2
m,首,1,shou,shǒu,shou3
m,蔚,1,wei,wèi,wei4
m,祯,1,zhen,zhēn,zhen1
m,邵,1,shao,shào,shao4
m,质,1,zhi,zhì,zhi4
m,汪,1,wang,wāng,wang1
m,泊,1,po,pō,po1
m,遇,1,yu,yù,yu4
m,左,1,zuo,zuǒ,zuo3
m,椿,1,chun,chūn,chun1
m,险,1,xian,xiǎn,xian3
m,予,1,yu,yǔ,yu3
m,渝,1,yu,yú,yu2
m,渡,1,du,dù,du4
m,棚,1,peng,péng,peng2
m,布,1,bu,bù,bu4
m,弼,1,bi,bì,bi4
m,位,1,wei,wèi,wei4
m,午,1,wu,wǔ,wu3
m,慕,1,mu,mù,mu4
m,夫,1,fu,fū,fu1
m,商,1,shang,shāng,shang1
m,坊,1,fang,fāng,fang1
m,招,1,zhao,zhāo,zhao1
m,洛,1,luo,luò,luo4
m,岷,1,min,mín,min2
m,懿,1,yi,yì,yi4
m,樟,1,zhang,zhāng,zhang1
m,秦,1,qin,qín,qin2
m,欢,1,huan,huān,huan1
m,羿,1,yi,yì,yi4
m,佶,1,ji,jí,ji2
m,模,1,mo,mó,mo2
m,仓,1,cang,cāng,cang1
m,谷,1,gu,gǔ,gu3
m,寰,1,huan,huán,huan2
m,铿,1,keng,kēng,keng1
m,铨,1,quan,quán,quan2
m,栓,1,shuan,shuān,shuan1
m,今,1,jin,jīn,jin1
m,叙,1,xu,xù,xu4
m,封,1,feng,fēng,feng1
m,近,1,jin,jìn,jin4
m,笠,1,li,lì,li4
m,演,1,yan,yǎn,yan3
m,祚,1,zuo,zuò,zuo4
m,专,1,zhuan,zhuān,zhuan1
m,灼,1,zhuo,zhuó,zhuo2
m,牧,1,mu,mù,mu4
m,严,1,yan,yán,yan2
m,执,1,zhi,zhí,zhi2
m,固,1,gu,gù,gu4
m,略,1,lve,lüè,lve4
m,休,1,xiu,xiū,xiu1
m,垂,1,chui,chuí,chui2
m,淞,1,song,sōng,song1
m,捷,1,jie,jié,jie2
m,绵,1,mian,mián,mian2
m,韦,1,wei,wéi,wei2
m,誉,1,yu,yù,yu4
m,仑,1,lun,lún,lun2
m,边,1,bian,biān,bian1
m,舸,1,ge,gě,ge3
m,慈,1,ci,cí,ci2
m,界,1,jie,jiè,jie4
m,竣,1,jun,jùn,jun4
m,派,1,pai,pài,pai4
m,白,1,bai,bái,bai2
m,溥,1,pu,pǔ,pu3
m,颜,1,yan,yán,yan2
m,依,1,yi,yī,yi1
m,琅,1,lang,láng,lang2
m,羲,1,xi,xī,xi1
m,临,1,lin,lín,lin2
m,教,1,jiao,jiào,jiao4
m,循,1,xun,xún,xun2
m,党,1,dang,dǎng,dang3
m,溪,1,xi,xī,xi1
m,祁,1,qi,qí,qi2
m,赛,1,sai,sài,sai4
m,要,1,yao,yào,yao4
m,尤,1,you,yóu,you2
m,浙,1,zhe,zhè,zhe4
m,镭,1,lei,léi,lei2
m,随,1,sui,suí,sui2
m,持,1,chi,chí,chi2
m,榕,1,rong,róng,rong2
m,徐,1,xu,xú,xu2
m,枢,1,shu,shū,shu1
m,黄,1,huang,huáng,huang2
m,棣,1,di,dì,di4
m,亲,1,qin,qīn,qin1
m,焯,1,chao,chāo,chao1
m,机,1,ji,jī,ji1
m,玮,1,wei,wěi,wei3
m,想,1,xiang,xiǎng,xiang3
m,著,1,zhu,zhù,zhu4
m,箭,1,jian,jiàn,jian4
m,空,1,kong,kōng,kong1
m,禧,1,xi,xǐ,xi3
m,拯,1,zheng,zhěng,zheng3
m,穗,1,sui,suì,sui4
m,吾,1,wu,wú,wu2
m,愈,1,yu,yù,yu4
m,曾,1,ceng,céng,ceng2
m,十,1,shi,shí,shi2
m,淑,1,shu,shū,shu1
m,枭,1,xiao,xiāo,xiao1
m,羊,1,yang,yáng,yang2
m,骐,1,qi,qí,qi2
m,虹,1,hong,hóng,hong2
m,盘,1,pan,pán,pan2
m,苍,1,cang,cāng,cang1
m,沪,1,hu,hù,hu4
m,妙,1,miao,miào,miao4
m,仙,1,xian,xiān,xian1
m,响,1,xiang,xiǎng,xiang3
m,营,1,ying,yíng,ying2
m,铮,1,zheng,zhēng,zheng1
m,珠,1,zhu,zhū,zhu1
m,电,1,dian,diàn,dian4
m,渤,1,bo,bó,bo2
m,徒,1,tu,tú,tu2
m,荆,1,jing,jīng,jing1
m,辽,1,liao,liáo,liao2
m,烨,1,ye,yè,ye4
m,峪,1,yu,yù,yu4
m,聿,1,yu,yù,yu4
m,宫,1,gong,gōng,gong1
m,垄,1,long,lǒng,long3
m,翊,1,yi,yì,yi4
m,葆,1,bao,bǎo,bao3
m,表,1,biao,biǎo,biao3
m,夕,1,xi,xī,xi1
m,铜,1,tong,tóng,tong2
m,果,1,guo,guǒ,guo3
m,晶,1,jing,jīng,jing1
m,阅,1,yue,yuè,yue4
m,共,1,gong,gòng,gong4
m,汶,1,wen,wèn,wen4
m,优,1,you,yōu,you1
m,房,1,fang,fáng,fang2
m,敖,1,ao,áo,ao2
m,沧,1,cang,cāng,cang1
m,曹,1,cao,cáo,cao2
m,恺,1,kai,kǎi,kai3
m,瞻,1,zhan,zhān,zhan1
m,资,1,zi,zī,zi1
m,沐,1,mu,mù,mu4
m,垣,1,yuan,yuán,yuan2
m,铠,1,kai,kǎi,kai3
m,速,1,su,sù,su4
m,奥,1,ao,ào,ao4
m,枫,1,feng,fēng,feng1
m,过,1,guo,guò,guo4
m,晃,1,huang,huǎng,huang3
m,境,1,jing,jìng,jing4
m,励,1,li,lì,li4
m,燎,1,liao,liáo,liao2
m,仪,1,yi,yí,yi2
m,虞,1,yu,yú,yu2
m,支,1,zhi,zhī,zhi1
m,铉,1,xuan,xuàn,xuan4
m,佛,1,fu,fú,fu2
m,恪,1,ke,kè,ke4
m,域,1,yu,yù,yu4
m,履,1,lv,lǚ,lv3
m,冈,1,gang,gāng,gang1
m,郭,1,guo,guō,guo1
m,含,1,han,hán,han2
m,玖,1,jiu,jiǔ,jiu3
m,杏,1,xing,xìng,xing4
m,惊,1,jing,jīng,jing1
m,弥,1,mi,mí,mi2
m,期,1,qi,qī,qi1
m,极,1,ji,jí,ji2
m,驹,1,ju,jū,ju1
m,唯,1,wei,wéi,wei2
m,岱,1,dai,dài,dai4
m,鄂,1,e,è,e4
m,彰,1,zhang,zhāng,zhang1
m,讯,1,xun,xùn,xun4
m,赐,1,ci,cì,ci4
m,横,1,heng,héng,heng2
m,滋,1,zi,zī,zi1
m,爵,1,jue,jué,jue2
m,分,1,fen,fēn,fen1
m,涧,1,jian,jiàn,jian4
m,约,1,yue,yuē,yue1
m,领,1,ling,lǐng,ling3
m,彩,1,cai,cǎi,cai3
m,宠,1,chong,chǒng,chong3
m,佃,1,dian,diàn,dian4
m,傅,1,fu,fù,fu4
m,闽,1,min,mǐn,min3
m,巧,1,qiao,qiǎo,qiao3
m,宋,1,song,sòng,song4
m,未,1,wei,wèi,wei4
m,伍,1,wu,wǔ,wu3
m,状,1,zhuang,zhuàng,zhuang4
m,忆,1,yi,yì,yi4
m,衣,1,yi,yī,yi1
m,防,1,fang,fáng,fang2
m,赋,1,fu,fù,fu4
m,榜,1,bang,bǎng,bang3
m,落,1,luo,luò,luo4
m,搏,1,bo,bó,bo2
m,甘,1,gan,gān,gan1
m,绩,1,ji,jì,ji4
m,蒙,1,meng,méng,meng2
m,遐,1,xia,xiá,xia2
m,蕴,1,yun,yùn,yun4
m,辛,1,xin,xīn,xin1
m,墨,1,mo,mò,mo4
m,提,1,ti,tí,ti2
m,第,1,di,dì,di4
m,乙,1,yi,yǐ,yi3
m,贡,1,gong,gòng,gong4
m,庶,1,shu,shù,shu4
m,伸,1,shen,shēn,shen1
m,详,1,xiang,xiáng,xiang2
m,操,1,cao,cāo,cao1
m,赫,1,he,hè,he4
m,沈,1,shen,shěn,shen3
m,坝,1,ba,bà,ba4
m,骋,1,cheng,chěng,cheng3
m,赣,1,gan,gàn,gan4
m,恢,1,hui,huī,hui1
m,洁,1,jie,jié,jie2
m,炉,1,lu,lú,lu2
m,纳,1,na,nà,na4
m,烜,1,xuan,xuǎn,xuan3
m,瑜,1,yu,yú,yu2
m,扶,1,fu,fú,fu2
m,耐,1,nai,nài,nai4
m,翱,1,ao,áo,ao2
m,劭,1,shao,shào,shao4
m,泗,1,si,sì,si4
m,旻,1,min,mín,min2
m,庄,1,zhuang,zhuāng,zhuang1
m,盖,1,gai,gài,gai4
m,激,1,ji,jī,ji1
m,泾,1,jing,jīng,jing1
m,腊,1,la,là,la4
m,舒,1,shu,shū,shu1
m,艾,1,ai,ài,ai4
m,丹,1,dan,dān,dan1
m,稼,1,jia,jià,jia4
m,睦,1,mu,mù,mu4
m,绳,1,sheng,shéng,sheng2
m,潇,1,xiao,xiāo,xiao1
m,造,1,zao,zào,zao4
m,滕,1,teng,téng,teng2
m,曰,1,yue,yuē,yue1
m,韩,1,han,hán,han2
m,绥,1,sui,suí,sui2
m,枝,1,zhi,zhī,zhi1
m,巩,1,gong,gǒng,gong3
m,鹄,1,gu,gǔ,gu3
m,敢,1,gan,gǎn,gan3
m,孚,1,fu,fú,fu2
m,务,1,wu,wù,wu4
m,旌,1,jing,jīng,jing1
m,率,1,lv,lǜ,lv4
m,顾,1,gu,gù,gu4
m,何,1,he,hé,he2
m,岚,1,lan,lán,lan2
m,论,1,lun,lùn,lun4
m,史,1,shi,shǐ,shi3
m,司,1,si,sī,si1
m,溯,1,su,sù,su4
m,慰,1,wei,wèi,wei4
m,也,1,ye,yě,ye3
m,巴,1,ba,bā,ba1
m,问,1,wen,wèn,wen4
m,次,1,ci,cì,ci4
m,符,1,fu,fú,fu2
m,交,1,jiao,jiāo,jiao1
m,角,1,jiao,jiǎo,jiao3
m,彤,1,tong,tóng,tong2
m,涯,1,ya,yá,ya2
m,宴,1,yan,yàn,yan4
m,昀,1,yun,yún,yun2
m,晏,1,yan,yàn,yan4
m,镛,1,yong,yōng,yong1
m,荐,1,jian,jiàn,jian4
m,捍,1,han,hàn,han4
m,材,1,cai,cái,cai2
m,畅,1,chang,chàng,chang4
m,洞,1,dong,dòng,dong4
m,阜,1,fu,fù,fu4
m,七,1,qi,qī,qi1
m,引,1,yin,yǐn,yin3
m,盈,1,ying,yíng,ying2
m,裔,1,yi,yì,yi4
m,企,1,qi,qǐ,qi3
m,咏,1,yong,yǒng,yong3
m,总,1,zong,zǒng,zong3
m,去,1,qu,qù,qu4
m,澜,1,lan,lán,lan2
m,毛,1,mao,máo,mao2
m,施,1,shi,shī,shi1
m,茁,1,zhuo,zhuó,zhuo2
m,霁,1,ji,jì,ji4
m,项,1,xiang,xiàng,xiang4
m,肯,1,ken,kěn,ken3
m,苗,1,miao,miáo,miao2
m,泮,1,pan,pàn,pan4
m,洽,1,qia,qià,qia4
m,蜀,1,shu,shǔ,shu3
m,桃,1,tao,táo,tao2
m,晔,1,ye,yè,ye4
m,镒,1,yi,yì,yi4
m,拴,1,shuan,shuān,shuan1
m,圳,1,zhen,zhèn,zhen4
m,移,1,yi,yí,yi2
m,御,1,yu,yù,yu4
m,户,1,hu,hù,hu4
m,动,1,dong,dòng,dong4
m,崖,1,ya,yá,ya2
m,琼,1,qiong,qióng,qiong2
m,甸,1,dian,diān,dian1
m,而,1,er,ér,er2
m,仿,1,fang,fǎng,fang3
m,汗,1,han,hàn,han4
m,荷,1,he,hé,he2
m,胡,1,hu,hú,hu2
m,麻,1,ma,má,ma2
m,虔,1,qian,qián,qian2
m,收,1,shou,shōu,shou1
m,汐,1,xi,xī,xi1
m,性,1,xing,xìng,xing4
m,舟,1,zhou,zhōu,zhou1
m,悟,1,wu,wù,wu4
m,柄,1,bing,bǐng,bing3
m,刃,1,ren,rèn,ren4
m,寺,1,si,sì,si4
m,涵,1,han,hán,han2
m,右,1,you,yòu,you4
m,栎,1,li,lì,li4
m,谱,1,pu,pǔ,pu3
m,然,1,ran,rán,ran2
m,格,1,ge,gé,ge2
m,毫,1,hao,háo,hao2
m,谟,1,mo,mó,mo2
m,受,1,shou,shòu,shou4
m,须,1,xu,xū,xu1
m,护,1,hu,hù,hu4
m,目,1,mu,mù,mu4
m,黔,1,qian,qián,qian2
m,异,1,yi,yì,yi4
m,磐,1,pan,pán,pan2
m,整,1,zheng,zhěng,zheng3
m,注,1,zhu,zhù,zhu4
m,晖,1,hui,huī,hui1
m,径,1,jing,jìng,jing4
m,纶,1,lun,lún,lun2
m,卯,1,mao,mǎo,mao3
m,瀛,1,ying,yíng,ying2
m,筱,1,xiao,xiǎo,xiao3
m,荡,1,dang,dàng,dang4
m,龚,1,gong,gōng,gong1
m,践,1,jian,jiàn,jian4
m,粮,1,liang,liáng,liang2
m,吕,1,lv,lǚ,lv3
m,旅,1,lv,lǚ,lv3
m,是,1,shi,shì,shi4
m,汤,1,tang,tāng,tang1
m,魏,1,wei,wèi,wei4
m,温,1,wen,wēn,wen1
m,雅,1,ya,yǎ,ya3
m,伊,1,yi,yī,yi1
m,粤,1,yue,yuè,yue4
m,韵,1,yun,yùn,yun4
m,朕,1,zhen,zhèn,zhen4
m,峙,1,zhi,zhì,zhi4
m,童,1,tong,tóng,tong2
m,沿,1,yan,yán,yan2
m,窑,1,yao,yáo,yao2
m,堪,1,kan,kān,kan1
m,辑,1,ji,jí,ji2
m,楠,1,nan,nán,nan2
m,古,1,gu,gǔ,gu3
m,神,1,shen,shén,shen2
m,壹,1,yi,yī,yi1
m,沃,1,wo,wò,wo4
m,歧,1,qi,qí,qi2
m,圭,1,gui,guī,gui1
m,几,1,ji,jǐ,ji3
m,门,1,men,mén,men2
m,铂,1,bo,bó,bo2
m,琛,1,chen,chēn,chen1
m,祜,1,hu,hù,hu4
m,就,1,jiu,jiù,jiu4
m,岭,1,ling,lǐng,ling3
m,昔,1,xi,xī,xi1
m,哓,1,xiao,xiāo,xiao1
m,宿,1,su,sù,su4
m,溢,1,yi,yì,yi4
m,与,1,yu,yǔ,yu3
m,肃,1,su,sù,su4
m,服,1,fu,fú,fu2
m,蒋,1,jiang,jiǎng,jiang3
m,八,1,ba,bā,ba1
m,检,1,jian,jiǎn,jian3
m,卿,1,qing,qīng,qing1
m,笔,1,bi,bǐ,bi3
m,旦,1,dan,dàn,dan4
m,米,1,mi,mǐ,mi3
m,秩,1,zhi,zhì,zhi4
m,素,1,su,sù,su4
m,轮,1,lun,lún,lun2
m,巡,1,xun,xún,xun2
m,彼,1,bi,bǐ,bi3
m,告,1,gao,gào,gao4
m,渐,1,jian,jiàn,jian4
m,杞,1,qi,qǐ,qi3
m,弋,1,yi,yì,yi4
m,悠,1,you,yōu,you1
m,猷,1,you,yóu,you2
m,俞,1,yu,yú,yu2
m,榆,1,yu,yú,yu2
m,及,1,ji,jí,ji2
m,珂,1,ke,kē,ke1
m,狮,1,shi,shī,shi1
m,隽,1,juan,juàn,juan4
m,弓,1,gong,gōng,gong1
m,兹,1,zi,zī,zi1
m,绅,1,shen,shēn,shen1
m,侠,1,xia,xiá,xia2
m,悌,1,ti,tì,ti4
m,监,1,jian,jiān,jian1
m,陵,1,ling,líng,ling2
m,熏,1,xun,xūn,xun1
m,鹿,1,lu,lù,lu4
m,漠,1,mo,mò,mo4
m,梧,1,wu,wú,wu2
m,穆,1,mu,mù,mu4
m,祈,1,qi,qí,qi2
m,曲,1,qu,qū,qu1
m,蒲,1,pu,pú,pu2
m,禾,1,he,hé,he2
m,词,1,ci,cí,ci2
m,管,1,guan,guǎn,guan3
m,皆,1,jie,jiē,jie1
m,庞,1,pang,páng,pang2
m,取,1,qu,qǔ,qu3
m,园,1,yuan,yuán,yuan2
m,诏,1,zhao,zhào,zhao4
m,储,1,chu,chǔ,chu3
m,非,1,fei,fēi,fei1
m,攸,1,you,yōu,you1
m,纵,1,zong,zòng,zong4
m,宰,1,zai,zǎi,zai3
m,诒,1,yi,yí,yi2
m,脉,1,mai,mài,mai4
m,船,1,chuan,chuán,chuan2
m,骑,1,qi,qí,qi2
m,桢,1,zhen,zhēn,zhen1
m,旬,1,xun,xún,xun2
m,倚,1,yi,yǐ,yi3
m,概,1,gai,gài,gai4
m,徽,1,hui,huī,hui1
m,迟,1,chi,chí,chi2
m,者,1,zhe,zhě,zhe3
m,称,1,cheng,chēng,cheng1
m,芸,1,yun,yún,yun2
m,奈,1,nai,nài,nai4
m,报,1,bao,bào,bao4
m,袁,1,yuan,yuán,yuan2
m,不,1,bu,bù,bu4
m,谊,1,yi,yì,yi4
m,蓝,1,lan,lán,lan2
m,沣,1,feng,fēng,feng1
m,还,1,hai,hái,hai2
m,挥,1,hui,huī,hui1
m,阶,1,jie,jiē,jie1
m,链,1,lian,liàn,lian4
m,琳,1,lin,lín,lin2
m,席,1,xi,xí,xi2
m,瑶,1,yao,yáo,yao2
m,杜,1,du,dù,du4
m,粹,1,cui,cuì,cui4
m,寄,1,ji,jì,ji4
m,拔,1,ba,bá,ba2
m,草,1,cao,cǎo,cao3
m,接,1,jie,jiē,jie1
m,识,1,shi,shí,shi2
m,台,1,tai,tái,tai2
m,综,1,zong,zōng,zong1
m,麦,1,mai,mài,mai4
m,灶,1,zao,zào,zao4
m,赖,1,lai,lài,lai4
m,稚,1,zhi,zhì,zhi4
m,矿,1,kuang,kuàng,kuang4
m,系,1,xi,xì,xi4
m,喻,1,yu,yù,yu4
m,早,1,zao,zǎo,zao3
m,霍,1,huo,huò,huo4
m,谨,1,jin,jǐn,jin3
m,茗,1,ming,míng,ming2
m,研,1,yan,yán,yan2
m,夷,1,yi,yí,yi2
m,丘,1,qiu,qiū,qiu1
m,襄,1,xiang,xiāng,xiang1
m,赟,1,yun,yūn,yun1
m,融,1,rong,róng,rong2
m,沁,1,qin,qìn,qin4
m,傲,1,ao,ào,ao4
m,壁,1,bi,bì,bi4
m,卜,1,bo,bo,bo
m,采,1,cai,cǎi,cai3
m,事,1,shi,shì,shi4
m,厅,1,ting,tīng,ting1
m,族,1,zu,zú,zu2
m,督,1,du,dū,du1
m,换,1,huan,huàn,huan4
m,淇,1,qi,qí,qi2
m,考,1,kao,kǎo,kao3
m,扩,1,kuo,kuò,kuo4
m,技,1,ji,jì,ji4
m,鹰,1,ying,yīng,ying1
m,命,1,ming,mìng,ming4
m,吴,1,wu,wú,wu2
m,衷,1,zhong,zhōng,zhong1
m,犀,1,xi,xī,xi1
m,霞,1,xia,xiá,xia2
m,游,1,you,yóu,you2
m,处,1,chu,chù,chu4
m,陶,1,tao,táo,tao2
m,毕,1,bi,bì,bi4
m,沙,1,sha,shā,sha1
m,晚,1,wan,wǎn,wan3
m,抗,1,kang,kàng,kang4
m,隐,1,yin,yǐn,yin3
m,卢,1,lu,lú,lu2
m,僖,1,xi,xī,xi1
m,议,1,yi,yì,yi4
m,桦,1,hua,huà,hua4
m,霸,1,ba,bà,ba4
m,包,1,bao,bāo,bao1
m,查,1,cha,chá,cha2
m,畴,1,chou,chóu,chou2
m,祠,1,ci,cí,ci2
m,琮,1,cong,cóng,cong2
m,村,1,cun,cūn,cun1
m,灯,1,deng,dēng,deng1
m,帝,1,di,dì,di4
m,夺,1,duo,duó,duo2
m,棉,1,mian,mián,mian2
m,盼,1,pan,pàn,pan4
m,壬,1,ren,rén,ren2
m,什,1,shen,shén,shen2
m,岁,1,sui,suì,sui4
m,所,1,suo,suǒ,suo3
m,索,1,suo,suǒ,suo3
m,皖,1,wan,wǎn,wan3
m,虚,1,xu,xū,xu1
m,甬,1,yong,yǒng,yong3
m,府,1,fu,fǔ,fu3
m,配,1,pei,pèi,pei4
m,证,1,zheng,zhèng,zheng4
m,煦,1,xu,xù,xu4
m,露,1,lu,lù,lu4
m,住,1,zhu,zhù,zhu4
m,蔼,1,ai,ǎi,ai3
m,择,1,ze,zé,ze2
m,皇,1,huang,huáng,huang2
m,萃,1,cui,cuì,cui4
m,珉,1,min,mín,min2
m,欧,1,ou,ōu,ou1
m,喆,1,zhe,zhé,zhe2
m,调,1,diao,diào,diao4
m,绿,1,lv,lǜ,lv4
m,改,1,gai,gǎi,gai3
m,尽,1,jin,jǐn,jin3
m,扣,1,kou,kòu,kou4
m,屏,1,ping,píng,ping2
m,弟,1,di,dì,di4
m,谢,1,xie,xiè,xie4
m,荔,1,li,lì,li4
m,牛,1,niu,niú,niu2
m,职,1,zhi,zhí,zhi2
m,屠,1,tu,tú,tu2
m,晗,1,han,hán,han2
m,骆,1,luo,luò,luo4
m,萌,1,meng,méng,meng2
m,戴,1,dai,dài,dai4
m,於,1,yu,yú,yu2
m,工,1,gong,gōng,gong1
m,规,1,gui,guī,gui1
m,快,1,kuai,kuài,kuai4
m,闵,1,min,mǐn,min3
m,塘,1,tang,táng,tang2
m,姚,1,yao,yáo,yao2
m,翌,1,yi,yì,yi4
m,宥,1,you,yòu,you4
m,浴,1,yu,yù,yu4
m,助,1,zhu,zhù,zhu4
m,最,1,zui,zuì,zui4
m,濮,1,pu,pú,pu2
m,萧,1,xiao,xiāo,xiao1
m,抱,1,bao,bào,bao4
m,遥,1,yao,yáo,yao2
m,陇,1,long,lǒng,long3
m,享,1,xiang,xiǎng,xiang3
m,忻,1,xin,xīn,xin1
m,桔,1,ju,jú,ju2
m,董,1,dong,dǒng,dong3
m,区,1,qu,qū,qu1
m,身,1,shen,shēn,shen1
m,抒,1,shu,shū,shu1
m,羡,1,xian,xiàn,xian4
m,锵,1,qiang,qiāng,qiang1
m,阁,1,ge,gé,ge2
m,黑,1,hei,hēi,hei1
m,活,1,huo,huó,huo2
m,骞,1,qian,qiān,qian1
m,默,1,mo,mò,mo4
m,迁,1,qian,qiān,qian1
m,转,1,zhuan,zhuǎn,zhuan3
m,伙,1,huo,huǒ,huo3
m,亭,1,ting,tíng,ting2
m,倍,1,bei,bèi,bei4
m,珏,1,jue,jué,jue2
m,驷,1,si,sì,si4
m,种,1,zhong,zhǒng,zhong3
m,忍,1,ren,rěn,ren3
m,候,1,hou,hòu,hou4
m,姜,1,jiang,jiāng,jiang1
m,沂,1,yi,yí,yi2
m,帆,1,fan,fān,fan1
m,比,1,bi,bǐ,bi3
m,筠,1,yun,yún,yun2
m,郝,1,hao,hǎo,hao3
m,莫,1,mo,mò,mo4
m,萍,1,ping,píng,ping2
m,器,1,qi,qì,qi4
m,烁,1,shuo,shuò,shuo4
m,已,1,yi,yǐ,yi3
m,舍,1,she,shě,she3
m,归,1,gui,guī,gui1
m,薛,1,xue,xuē,xue1
m,诸,1,zhu,zhū,zhu1
m,荃,1,quan,quán,quan2
m,戚,1,qi,qī,qi1
m,筑,1,zhu,zhù,zhu4
m,耘,1,yun,yún,yun2
m,笛,1,di,dí,di2
m,熹,1,xi,xī,xi1
m,琰,1,yan,yǎn,yan3
m,郡,1,jun,jùn,jun4
m,珈,1,jia,jiā,jia1
m,汀,1,ting,tīng,ting1
m,贝,1,bei,bèi,bei4
m,赓,1,geng,gēng,geng1
m,霈,1,pei,pèi,pei4
m,欲,1,yu,yù,yu4
m,晴,1,qing,qíng,qing2
m,车,1,che,chē,che1
m,花,1,hua,huā,hua1
m,柔,1,rou,róu,rou2
m,倬,1,zhuo,zhuō,zhuo1
m,漫,1,man,màn,man4
m,鲜,1,xian,xiān,xian1
m,宵,1,xiao,xiāo,xiao1
m,栩,1,xu,xǔ,xu3
m,皋,1,gao,gāo,gao1
m,塞,1,sai,sāi,sai1
m,朔,1,shuo,shuò,shuo4
m,歆,1,xin,xīn,xin1
m,祎,1,yi,yī,yi1
m,孜,1,zi,zī,zi1
m,吟,1,yin,yín,yin2
m,藏,1,cang,cáng,cang2
m,潞,1,lu,lù,lu4
m,歌,1,ge,gē,ge1
m,珩,1,hang,háng,hang2
m,稀,1,xi,xī,xi1
m,旋,1,xuan,xuán,xuan2
m,闪,1,shan,shǎn,shan3
m,颐,1,yi,yí,yi2
m,庙,1,miao,miào,miao4
m,瑛,1,ying,yīng,ying1
m,岫,1,xiu,xiù,xiu4
m,仟,1,qian,qiān,qian1
m,嘎,1,ga,gā,ga1
m,回,1,hui,huí,hui2
m,劳,1,lao,láo,lao2
m,尘,1,chen,chén,chen2
m,辞,1,ci,cí,ci2
m,奂,1,huan,huàn,huan4
m,鲤,1,li,lǐ,li3
m,玲,1,ling,líng,ling2
m,诺,1,nuo,nuò,nuo4
m,邱,1,qiu,qiū,qiu1
m,套,1,tao,tào,tao4
m,衔,1,xian,xián,xian2
m,怿,1,yi,yì,yi4
m,绎,1,yi,yì,yi4
m,赢,1,ying,yíng,ying2
m,宅,1,zhai,zhái,zhai2
m,璧,1,bi,bì,bi4
m,莘,1,shen,shēn,shen1
m,嵘,1,rong,róng,rong2
m,夙,1,su,sù,su4
m,数,1,shu,shù,shu4
m,楼,1,lou,lóu,lou2
m,尖,1,jian,jiān,jian1
m,椒,1,jiao,jiāo,jiao1
m,拉,1,la,lā,la1
m,气,1,qi,qì,qi4
m,芦,1,lu,lú,lu2
m,荻,1,di,dí,di2
m,瑾,1,jin,jǐn,jin3
m,兮,1,xi,xī,xi1
m,闰,1,run,rùn,run4
m,外,1,wai,wài,wai4
m,呼,1,hu,hū,hu1
m,男,1,nan,nán,nan2
m,罕,1,han,hǎn,han3
m,唤,1,huan,huàn,huan4
m,梨,1,li,lí,li2
m,佟,1,tong,tóng,tong2
m,探,1,tan,tàn,tan4
m,荪,1,sun,sūn,sun1
m,卡,1,ka,kǎ,ka3
m,忱,1,chen,chén,chen2
m,轲,1,ke,kē,ke1
m,焜,1,kun,kūn,kun1
m,铃,1,ling,líng,ling2
m,珑,1,long,lóng,long2
m,璐,1,lu,lù,lu4
m,暖,1,nuan,nuǎn,nuan3
m,女,1,nv,nǚ,nv3
m,琴,1,qin,qín,qin2
m,裘,1,qiu,qiú,qiu2
m,委,1,wei,wěi,wei3
m,垠,1,yin,yín,yin2
m,语,1,yu,yǔ,yu3
m,站,1,zhan,zhàn,zhan4
m,球,1,qiu,qiú,qiu2
m,樊,1,fan,fán,fan2
m,哈,1,ha,hā,ha1
m,盟,1,meng,méng,meng2
m,示,1,shi,shì,shi4
m,邓,1,deng,dèng,deng4
m,获,1,huo,huò,huo4
m,楣,1,mei,méi,mei2
m,潘,1,pan,pān,pan1
m,县,1,xian,xiàn,xian4
m,费,1,fei,fèi,fei4
m,徵,1,zheng,zhēng,zheng1
m,芒,1,mang,máng,mang2
m,产,1,chan,chǎn,chan3
m,旷,1,kuang,kuàng,kuang4
m,邻,1,lin,lín,lin2
m,译,1,yi,yì,yi4
m,侨,1,qiao,qiáo,qiao2
m,蠡,1,li,lí,li2
m,追,1,zhui,zhuī,zhui1
m,麓,1,lu,lù,lu4
m,霭,1,ai,ǎi,ai3
m,楹,1,ying,yíng,ying2
m,微,1,wei,wēi,wei1
m,戎,1,rong,róng,rong2
m,镐,1,gao,gǎo,gao3
m,宛,1,wan,wǎn,wan3
m,半,1,ban,bàn,ban4
m,钿,1,dian,diàn,dian4
m,栗,1,li,lì,li4
m,秘,1,mi,mì,mi4
m,密,1,mi,mì,mi4
m,韫,1,yun,yùn,yun4
m,殷,1,yin,yīn,yin1
m,樾,1,yue,yuè,yue4
m,店,1,dian,diàn,dian4
m,柠,1,ning,níng,ning2
m,淘,1,tao,táo,tao2
m,芷,1,zhi,zhǐ,zhi3
m,鲸,1,jing,jīng,jing1
